No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,season,time
27,2013,3,2,2,4.0,8.0,9.0,25.0,400.0,57.0,-2.2,1032.9,-16.7,0.0,N,0.0,Tiantan,Winter,Pagi
28,2013,3,2,3,9.0,10.0,8.0,26.0,450.0,83.0,-3.1,1032.6,-15.8,0.0,N,0.0,Tiantan,Winter,Pagi
29,2013,3,2,4,3.0,8.0,7.0,26.0,500.0,54.0,-3.1,1032.7,-16.1,0.0,N,0.0,Tiantan,Winter,Pagi
30,2013,3,2,5,6.0,10.0,10.0,26.0,400.0,37.0,-2.4,1032.1,-18.1,0.0,NNE,0.8,Tiantan,Winter,Pagi
31,2013,3,2,6,5.0,8.0,11.0,37.0,500.0,29.0,-2.3,1031.3,-18.4,0.0,N,1.5,Tiantan,Winter,Pagi
32,2013,3,2,7,3.0,6.0,15.0,61.0,700.0,13.0,-1.9,1031.9,-18.5,0.0,N,1.4,Tiantan,Winter,Pagi
33,2013,3,2,8,12.0,15.0,15.0,54.0,700.0,22.0,-0.9,1031.7,-18.0,0.0,NNE,1.6,Tiantan,Winter,Pagi
34,2013,3,2,9,13.0,20.0,19.0,60.0,700.0,18.0,0.1,1031.7,-18.1,0.0,NE,0.5,Tiantan,Winter,Pagi
35,2013,3,2,10,18.0,23.0,22.0,60.0,700.0,20.0,1.5,1031.2,-18.0,0.0,ENE,0.6,Tiantan,Winter,Pagi
36,2013,3,2,11,16.0,22.0,21.0,64.0,900.0,17.0,2.6,1030.2,-18.2,0.0,SW,3.1,Tiantan,Winter,Siang
37,2013,3,2,12,26.0,34.0,26.0,58.0,900.0,27.0,3.8,1029.0,-17.8,0.0,SSW,1.1,Tiantan,Winter,Siang
38,2013,3,2,13,27.0,34.0,24.0,44.0,700.0,44.0,3.8,1027.6,-17.8,0.0,S,1.0,Tiantan,Winter,Siang
39,2013,3,2,14,35.0,40.0,24.0,35.0,800.0,53.0,3.9,1026.8,-18.3,0.0,SSW,0.4,Tiantan,Winter,Sore
40,2013,3,2,15,35.0,38.0,48.0,45.0,1200.0,48.0,4.3,1026.2,-18.0,0.0,SSW,1.5,Tiantan,Winter,Sore
41,2013,3,2,16,48.0,58.0,52.0,49.0,1100.0,43.0,4.1,1025.4,-16.9,0.0,SSW,1.9,Tiantan,Winter,Sore
42,2013,3,2,17,56.0,64.0,49.0,46.0,1000.0,47.0,3.2,1025.3,-16.0,0.0,WSW,1.3,Tiantan,Winter,Malam
43,2013,3,2,18,49.0,52.0,52.0,51.0,1100.0,39.0,2.2,1025.4,-15.8,0.0,NE,0.4,Tiantan,Winter,Malam
44,2013,3,2,19,64.0,70.0,43.0,55.0,1100.0,26.0,1.6,1025.0,-15.4,0.0,N,0.1,Tiantan,Winter,Malam
45,2013,3,2,20,63.0,75.0,44.0,72.0,1300.0,10.0,0.7,1025.0,-15.3,0.0,N,1.0,Tiantan,Winter,Malam
46,2013,3,2,21,73.0,82.0,40.0,78.0,1600.0,4.0,0.5,1024.8,-15.1,0.0,N,0.2,Tiantan,Winter,Malam
47,2013,3,2,22,79.0,79.0,36.0,76.0,2000.0,6.0,-1.0,1024.2,-14.6,0.0,ENE,0.0,Tiantan,Winter,Malam
48,2013,3,2,23,98.0,106.0,39.0,79.0,2200.0,4.0,-1.3,1023.2,-14.5,0.0,N,0.0,Tiantan,Winter,Malam
49,2013,3,3,0,84.0,97.0,39.0,80.0,2299.0,4.0,-2.2,1022.3,-12.8,0.0,N,0.0,Tiantan,Winter,Pagi
50,2013,3,3,1,85.0,93.0,54.0,83.0,2500.0,6.0,-1.8,1021.4,-13.3,0.0,W,0.7,Tiantan,Winter,Pagi
51,2013,3,3,2,110.0,119.0,68.0,87.0,2200.0,6.0,-2.4,1020.4,-13.3,0.0,E,1.3,Tiantan,Winter,Pagi
52,2013,3,3,3,112.0,119.0,89.0,86.0,2200.0,5.0,-3.3,1019.4,-12.5,0.0,ESE,1.2,Tiantan,Winter,Pagi
53,2013,3,3,4,113.0,123.0,82.0,83.0,2200.0,4.0,-4.2,1019.0,-12.6,0.0,E,0.1,Tiantan,Winter,Pagi
54,2013,3,3,5,84.0,104.0,37.0,72.0,2100.0,4.0,-5.2,1018.5,-11.6,0.0,NE,0.9,Tiantan,Winter,Pagi
55,2013,3,3,6,77.0,86.0,27.0,69.0,2200.0,4.0,-5.4,1018.3,-11.3,0.0,ENE,0.0,Tiantan,Winter,Pagi
56,2013,3,3,7,73.0,78.0,21.0,67.0,2600.0,5.0,-3.3,1018.6,-9.8,0.0,N,0.1,Tiantan,Winter,Pagi
57,2013,3,3,8,74.0,81.0,41.0,70.0,2799.0,6.0,1.2,1018.1,-13.7,0.0,N,0.8,Tiantan,Winter,Pagi
58,2013,3,3,9,90.0,108.0,100.0,82.0,2200.0,8.0,4.0,1017.6,-13.4,0.0,SE,0.6,Tiantan,Winter,Pagi
59,2013,3,3,10,96.0,97.0,103.0,90.0,2399.0,8.0,6.8,1016.7,-13.5,0.0,SSW,1.1,Tiantan,Spring,Pagi
60,2013,3,3,11,96.0,106.0,101.0,100.0,2700.0,10.0,9.5,1015.6,-13.7,0.0,W,0.5,Tiantan,Spring,Siang
61,2013,3,3,12,105.0,127.0,91.0,110.0,2700.0,11.0,13.4,1014.4,-13.6,0.0,WNW,1.8,Tiantan,Spring,Siang
62,2013,3,3,13,114.0,124.0,56.0,97.0,2100.0,21.0,15.5,1013.0,-13.8,0.0,NW,4.0,Tiantan,Autumn,Siang
63,2013,3,3,14,92.0,96.0,46.0,92.0,1700.0,35.0,16.4,1012.4,-15.4,0.0,W,7.0,Tiantan,Autumn,Sore
64,2013,3,3,15,102.0,137.0,44.0,65.0,1300.0,64.0,16.6,1012.0,-15.2,0.0,WNW,4.7,Tiantan,Autumn,Sore
65,2013,3,3,16,98.0,144.0,28.0,47.0,900.0,70.0,15.8,1012.2,-14.7,0.0,ENE,1.3,Tiantan,Autumn,Sore
66,2013,3,3,17,77.0,130.0,33.0,57.0,1100.0,63.0,12.6,1013.0,-13.4,0.0,SSW,1.3,Tiantan,Spring,Malam
67,2013,3,3,18,84.0,139.0,60.0,90.0,1600.0,38.0,9.9,1014.1,-10.3,0.0,WNW,1.0,Tiantan,Spring,Malam
68,2013,3,3,19,128.0,207.0,61.0,109.0,1899.0,12.0,6.8,1014.9,-9.6,0.0,W,0.0,Tiantan,Spring,Malam
69,2013,3,3,20,141.0,205.0,54.0,104.0,2000.0,7.0,5.2,1015.2,-8.3,0.0,W,0.0,Tiantan,Spring,Malam
70,2013,3,3,21,142.0,186.0,42.0,98.0,1899.0,6.0,4.0,1015.4,-9.1,0.0,N,0.2,Tiantan,Winter,Malam
71,2013,3,3,22,107.0,110.0,30.0,76.0,1500.0,5.0,2.7,1015.8,-8.4,0.0,WNW,0.4,Tiantan,Winter,Malam
72,2013,3,3,23,69.0,96.0,28.0,77.0,1600.0,4.0,7.1,1016.7,-12.2,0.0,N,0.4,Tiantan,Spring,Malam
73,2013,3,4,0,44.0,50.0,35.0,84.0,4200.0,8.0,9.9,1017.5,-14.1,0.0,N,4.9,Tiantan,Spring,Pagi
74,2013,3,4,1,52.0,79.0,29.0,62.0,1300.0,15.0,9.3,1018.4,-13.9,0.0,NNW,3.6,Tiantan,Spring,Pagi
75,2013,3,4,2,11.0,20.0,6.0,17.0,500.0,62.0,8.4,1018.7,-13.9,0.0,N,1.5,Tiantan,Spring,Pagi
76,2013,3,4,3,13.0,40.0,3.0,10.0,400.0,74.0,7.4,1018.6,-14.2,0.0,N,3.6,Tiantan,Spring,Pagi
77,2013,3,4,4,6.0,30.0,8.0,22.0,500.0,57.0,6.2,1019.6,-15.2,0.0,NNW,2.7,Tiantan,Spring,Pagi
78,2013,3,4,5,7.0,22.0,15.0,39.0,700.0,34.0,6.0,1020.1,-14.2,0.0,NW,2.4,Tiantan,Spring,Pagi
79,2013,3,4,6,9.0,36.0,22.0,49.0,700.0,25.0,4.2,1020.8,-12.7,0.0,NW,2.0,Tiantan,Winter,Pagi
80,2013,3,4,7,10.0,28.0,25.0,57.0,1200.0,11.0,7.2,1021.5,-12.6,0.0,NNW,3.2,Tiantan,Spring,Pagi
81,2013,3,4,8,14.0,46.0,28.0,67.0,1399.0,9.0,8.6,1022.3,-14.4,0.0,NE,2.8,Tiantan,Spring,Pagi
82,2013,3,4,9,21.0,32.0,26.0,51.0,1000.0,29.0,9.9,1022.6,-14.8,0.0,N,2.4,Tiantan,Spring,Pagi
83,2013,3,4,10,20.0,27.0,13.0,33.0,700.0,53.0,11.5,1022.3,-14.3,0.0,N,0.0,Tiantan,Spring,Pagi
84,2013,3,4,11,13.0,18.0,13.0,30.0,600.0,61.0,12.3,1022.0,-15.4,0.0,N,2.4,Tiantan,Spring,Siang
85,2013,3,4,12,16.0,27.0,11.0,28.0,600.0,66.0,13.9,1020.6,-16.2,0.0,N,3.3,Tiantan,Spring,Siang
86,2013,3,4,13,14.0,24.0,8.0,24.0,500.0,72.0,14.8,1019.5,-15.5,0.0,N,1.4,Tiantan,Spring,Siang
87,2013,3,4,14,16.0,18.0,8.0,20.0,500.0,79.0,15.3,1018.6,-15.1,0.0,E,1.3,Tiantan,Autumn,Sore
88,2013,3,4,15,5.0,11.0,8.0,27.0,500.0,76.0,15.6,1018.1,-14.8,0.0,SSW,2.0,Tiantan,Autumn,Sore
89,2013,3,4,16,15.0,19.0,10.0,27.0,500.0,82.0,14.7,1017.5,-15.5,0.0,SW,2.9,Tiantan,Spring,Sore
90,2013,3,4,17,17.0,27.0,8.0,25.0,400.0,99.0,13.2,1017.8,-15.7,0.0,SW,3.0,Tiantan,Spring,Malam
91,2013,3,4,18,22.0,29.0,10.0,29.0,500.0,86.0,12.6,1018.3,-13.4,0.0,SW,2.9,Tiantan,Spring,Malam
92,2013,3,4,19,25.0,42.0,13.0,44.0,600.0,61.0,12.0,1018.5,-13.1,0.0,WSW,2.7,Tiantan,Spring,Malam
93,2013,3,4,20,31.0,62.0,18.0,57.0,700.0,42.0,10.9,1018.8,-11.9,0.0,SE,1.4,Tiantan,Spring,Malam
94,2013,3,4,21,44.0,63.0,20.0,55.0,800.0,48.0,10.2,1018.8,-11.8,0.0,SW,2.0,Tiantan,Spring,Malam
95,2013,3,4,22,53.0,73.0,24.0,69.0,1200.0,27.0,10.0,1018.5,-12.0,0.0,SW,3.0,Tiantan,Spring,Malam
96,2013,3,4,23,58.0,79.0,37.0,83.0,1500.0,99.0,9.4,1017.5,-11.3,0.0,SSW,2.7,Tiantan,Spring,Malam
97,2013,3,5,0,71.0,75.0,53.0,58.0,1200.0,99.0,8.8,1017.0,-10.7,0.0,SSW,2.1,Tiantan,Spring,Pagi
98,2013,3,5,1,76.0,96.0,82.0,56.0,1300.0,99.0,7.8,1016.5,-10.6,0.0,SSE,1.3,Tiantan,Spring,Pagi
99,2013,3,5,2,98.0,116.0,70.0,59.0,1300.0,99.0,4.7,1016.1,-10.6,0.0,S,0.0,Tiantan,Winter,Pagi
100,2013,3,5,3,100.0,117.0,71.0,68.0,1600.0,99.0,4.5,1015.7,-9.3,0.0,N,0.0,Tiantan,Winter,Pagi
101,2013,3,5,4,108.0,118.0,62.0,71.0,1700.0,99.0,1.3,1015.7,-8.8,0.0,ESE,1.2,Tiantan,Winter,Pagi
102,2013,3,5,5,130.0,133.0,40.0,68.0,1899.0,99.0,0.4,1015.7,-9.6,0.0,ENE,0.8,Tiantan,Winter,Pagi
103,2013,3,5,6,125.0,134.0,22.0,61.0,1899.0,99.0,-0.2,1015.5,-8.4,0.0,ENE,1.0,Tiantan,Winter,Pagi
104,2013,3,5,7,120.0,123.0,32.0,67.0,2399.0,99.0,2.1,1015.4,-8.6,0.0,E,0.9,Tiantan,Winter,Pagi
105,2013,3,5,8,103.0,123.0,65.0,75.0,3100.0,99.0,5.0,1015.1,-8.9,0.0,E,1.0,Tiantan,Winter,Pagi
106,2013,3,5,9,114.0,133.0,93.0,86.0,3200.0,99.0,6.7,1014.5,-8.9,0.0,E,1.3,Tiantan,Spring,Pagi
107,2013,3,5,10,127.0,154.0,86.0,105.0,3399.0,99.0,9.1,1013.8,-8.5,0.0,E,0.9,Tiantan,Spring,Pagi
108,2013,3,5,11,142.0,163.0,84.0,114.0,2899.0,99.0,10.9,1012.8,-8.4,0.0,ESE,1.3,Tiantan,Spring,Siang
109,2013,3,5,12,151.0,164.0,88.0,133.0,3000.0,14.0,12.3,1011.4,-8.8,0.0,E,0.0,Tiantan,Spring,Siang
110,2013,3,5,13,161.0,180.0,88.0,156.0,3200.0,99.0,13.0,1010.1,-8.3,0.0,ENE,1.5,Tiantan,Spring,Siang
111,2013,3,5,14,182.0,184.0,92.0,168.0,3200.0,99.0,13.3,1009.5,-8.0,0.0,ENE,1.6,Tiantan,Spring,Sore
112,2013,3,5,15,198.0,200.0,108.0,135.0,2299.0,99.0,13.8,1009.1,-7.6,0.0,E,1.9,Tiantan,Spring,Sore
113,2013,3,5,16,168.0,198.0,109.0,94.0,1800.0,99.0,13.2,1009.0,-7.5,0.0,ENE,1.8,Tiantan,Spring,Sore
114,2013,3,5,17,150.0,179.0,109.0,72.0,1600.0,94.0,11.6,1009.4,-7.3,0.0,NNE,0.7,Tiantan,Spring,Malam
115,2013,3,5,18,147.0,170.0,105.0,86.0,1800.0,94.0,9.4,1009.8,-5.7,0.0,ESE,0.7,Tiantan,Spring,Malam
116,2013,3,5,19,162.0,179.0,90.0,155.0,2799.0,94.0,6.7,1010.4,-5.0,0.0,ESE,0.1,Tiantan,Spring,Malam
117,2013,3,5,20,198.0,216.0,61.0,145.0,2500.0,94.0,5.2,1010.7,-4.7,0.0,N,0.0,Tiantan,Spring,Malam
118,2013,3,5,21,199.0,200.0,58.0,140.0,3100.0,94.0,4.3,1010.5,-2.6,0.0,ENE,1.0,Tiantan,Winter,Malam
119,2013,3,5,22,184.0,201.0,57.0,137.0,3399.0,94.0,4.3,1010.7,-4.2,0.0,E,0.8,Tiantan,Winter,Malam
120,2013,3,5,23,186.0,197.0,59.0,131.0,3200.0,94.0,4.9,1010.5,-5.8,0.0,E,0.0,Tiantan,Winter,Malam
121,2013,3,6,0,187.0,198.0,68.0,129.0,3299.0,94.0,5.6,1010.4,-7.0,0.0,NE,0.8,Tiantan,Spring,Pagi
122,2013,3,6,1,198.0,199.0,67.0,134.0,3399.0,94.0,3.5,1010.2,-6.0,0.0,NNE,0.5,Tiantan,Winter,Pagi
123,2013,3,6,2,199.0,226.0,77.0,124.0,2799.0,94.0,6.3,1009.9,-7.0,0.0,NE,1.0,Tiantan,Spring,Pagi
124,2013,3,6,3,173.0,186.0,87.0,122.0,2649.5,94.0,6.3,1009.6,-7.0,0.0,NE,0.7,Tiantan,Spring,Pagi
125,2013,3,6,4,157.0,162.0,68.0,127.5,2500.0,94.0,5.1,1009.5,-6.5,0.0,NE,1.0,Tiantan,Spring,Pagi
126,2013,3,6,5,151.0,165.0,82.0,133.0,2500.0,94.0,4.6,1009.8,-6.3,0.0,NE,0.7,Tiantan,Winter,Pagi
127,2013,3,6,6,184.0,155.0,79.0,130.0,2600.0,94.0,4.1,1010.3,-6.2,0.0,N,0.8,Tiantan,Winter,Pagi
128,2013,3,6,7,160.0,164.0,112.0,130.0,2899.0,94.0,5.3,1011.0,-6.0,0.0,NE,0.9,Tiantan,Spring,Pagi
129,2013,3,6,8,197.0,198.0,109.0,113.0,2600.0,94.0,6.9,1010.8,-6.5,0.0,NNW,1.3,Tiantan,Spring,Pagi
130,2013,3,6,9,158.0,192.0,88.0,105.0,2600.0,94.0,8.4,1010.8,-6.6,0.0,N,0.8,Tiantan,Spring,Pagi
131,2013,3,6,10,145.0,174.0,84.0,103.0,2600.0,94.0,8.8,1010.4,-6.2,0.0,NE,1.1,Tiantan,Spring,Pagi
132,2013,3,6,11,175.0,178.0,89.0,109.0,2799.0,94.0,9.5,1009.5,-6.0,0.0,ENE,1.0,Tiantan,Spring,Siang
133,2013,3,6,12,186.0,201.0,106.0,113.0,3000.0,94.0,10.4,1008.5,-5.6,0.0,ENE,0.2,Tiantan,Spring,Siang
134,2013,3,6,13,199.0,204.0,119.0,122.0,3000.0,94.0,11.5,1007.6,-5.1,0.0,SSE,0.8,Tiantan,Spring,Siang
135,2013,3,6,14,216.0,218.0,119.0,129.0,3000.0,94.0,13.2,1006.9,-4.5,0.0,SSW,1.0,Tiantan,Spring,Sore
136,2013,3,6,15,195.0,226.0,143.0,129.0,3000.0,94.0,14.7,1007.0,-4.6,0.0,SW,1.3,Tiantan,Spring,Sore
137,2013,3,6,16,229.0,232.0,144.0,140.0,3299.0,94.0,14.6,1007.2,-4.7,0.0,SSW,0.0,Tiantan,Spring,Sore
138,2013,3,6,17,235.0,243.0,150.0,141.0,3200.0,66.0,11.8,1007.9,-4.4,0.0,W,0.6,Tiantan,Spring,Malam
139,2013,3,6,18,234.0,251.0,133.0,143.0,3299.0,24.0,8.5,1008.5,-4.0,0.0,WNW,0.0,Tiantan,Spring,Malam
140,2013,3,6,19,239.0,255.0,97.0,141.0,3299.0,24.0,8.5,1009.3,-4.4,0.0,WSW,0.4,Tiantan,Spring,Malam
141,2013,3,6,20,230.0,238.0,74.0,139.0,3500.0,24.0,5.8,1009.9,-3.6,0.0,WSW,0.2,Tiantan,Spring,Malam
142,2013,3,6,21,196.0,227.0,69.0,137.0,3600.0,24.0,5.3,1009.4,-4.0,0.0,WSW,0.7,Tiantan,Spring,Malam
143,2013,3,6,22,202.0,232.0,73.0,130.0,3700.0,24.0,8.3,1009.3,-3.6,0.0,SE,1.8,Tiantan,Spring,Malam
144,2013,3,6,23,204.0,228.0,57.0,124.0,4099.0,24.0,5.0,1009.4,-3.3,0.0,NNE,1.0,Tiantan,Winter,Malam
145,2013,3,7,0,209.0,230.0,62.0,123.0,4299.0,24.0,2.9,1009.2,-3.2,0.0,E,0.6,Tiantan,Winter,Pagi
146,2013,3,7,1,219.0,245.0,54.0,118.0,4200.0,24.0,2.2,1009.0,-3.3,0.0,WSW,1.6,Tiantan,Winter,Pagi
147,2013,3,7,2,259.0,276.0,55.0,119.0,4200.0,24.0,3.3,1008.9,-3.3,0.0,ENE,1.6,Tiantan,Winter,Pagi
148,2013,3,7,3,222.0,258.0,44.0,105.0,4299.0,24.0,1.2,1008.3,-3.9,0.0,SSE,0.4,Tiantan,Winter,Pagi
149,2013,3,7,4,215.0,240.0,29.0,95.0,4299.0,24.0,0.9,1008.5,-2.5,0.0,NE,1.4,Tiantan,Winter,Pagi
150,2013,3,7,5,211.0,226.0,19.0,94.0,4500.0,24.0,0.5,1008.6,-3.4,0.0,E,0.9,Tiantan,Winter,Pagi
151,2013,3,7,6,214.0,223.0,18.0,94.0,4900.0,24.0,-0.4,1008.4,-3.3,0.0,E,0.1,Tiantan,Winter,Pagi
152,2013,3,7,7,209.0,222.0,16.0,94.0,5200.0,24.0,2.6,1008.7,-1.8,0.0,N,0.0,Tiantan,Winter,Pagi
153,2013,3,7,8,243.0,220.0,28.0,92.0,6900.0,24.0,8.9,1008.7,-2.1,0.0,ESE,0.9,Tiantan,Spring,Pagi
154,2013,3,7,9,244.0,261.0,110.0,142.0,6900.0,24.0,9.4,1007.9,-2.6,0.0,E,1.1,Tiantan,Spring,Pagi
155,2013,3,7,10,296.0,314.0,136.0,210.0,7700.0,24.0,10.5,1007.2,-2.6,0.0,E,1.0,Tiantan,Spring,Pagi
156,2013,3,7,11,366.0,409.0,148.0,228.0,6799.0,24.0,14.7,1005.5,-2.3,0.0,ESE,3.2,Tiantan,Spring,Siang
157,2013,3,7,12,390.0,412.0,161.0,230.0,5700.0,24.0,16.0,1003.2,-2.5,0.0,SSE,2.7,Tiantan,Autumn,Siang
158,2013,3,7,13,386.0,392.0,133.0,168.0,3799.0,44.0,17.9,1001.8,-3.0,0.0,SSW,2.5,Tiantan,Autumn,Siang
159,2013,3,7,14,285.0,293.0,99.0,114.0,3399.0,93.0,18.1,1000.5,-3.4,0.0,SW,1.8,Tiantan,Autumn,Sore
160,2013,3,7,15,317.0,326.0,86.0,108.0,3100.0,105.0,19.5,999.3,-4.8,0.0,SW,3.0,Tiantan,Autumn,Sore
161,2013,3,7,16,240.0,319.0,55.0,68.0,1800.0,107.0,19.1,998.9,-3.8,0.0,SSE,0.9,Tiantan,Autumn,Sore
162,2013,3,7,17,161.0,175.0,70.0,77.0,1899.0,107.0,17.3,998.5,-3.5,0.0,SE,0.4,Tiantan,Autumn,Malam
163,2013,3,7,18,206.0,214.0,67.0,87.0,1800.0,107.0,12.5,998.9,-2.2,0.0,N,0.7,Tiantan,Spring,Malam
164,2013,3,7,19,183.0,184.0,64.0,125.0,2399.0,24.0,11.2,999.4,-1.6,0.0,N,1.0,Tiantan,Spring,Malam
165,2013,3,7,20,178.0,196.0,87.0,165.0,3700.0,107.0,10.2,999.6,0.2,0.0,NW,0.5,Tiantan,Spring,Malam
166,2013,3,7,21,236.0,265.0,96.0,191.0,4200.0,107.0,8.6,999.5,0.1,0.0,N,0.6,Tiantan,Spring,Malam
167,2013,3,7,22,301.0,352.0,66.0,192.0,4900.0,107.0,8.1,1000.1,-0.9,0.0,E,0.8,Tiantan,Spring,Malam
168,2013,3,7,23,390.0,427.0,41.0,179.0,5099.0,107.0,7.0,1000.0,-1.4,0.0,SE,0.4,Tiantan,Spring,Malam
169,2013,3,8,0,437.0,416.0,88.0,189.0,5700.0,107.0,5.4,1000.0,-1.5,0.0,ENE,0.9,Tiantan,Spring,Pagi
170,2013,3,8,1,424.0,442.0,33.0,174.0,5099.0,107.0,5.3,1000.2,-1.8,0.0,WNW,0.9,Tiantan,Spring,Pagi
171,2013,3,8,2,456.0,411.0,22.0,168.0,5599.0,107.0,4.1,999.9,-2.3,0.0,WNW,0.0,Tiantan,Winter,Pagi
172,2013,3,8,3,382.0,422.0,26.0,155.0,5099.0,107.0,3.5,999.8,-2.5,0.0,SW,0.6,Tiantan,Winter,Pagi
173,2013,3,8,4,377.0,305.0,31.0,142.0,4299.0,107.0,3.4,1000.2,-2.6,0.0,WSW,1.0,Tiantan,Winter,Pagi
174,2013,3,8,5,335.0,268.0,22.0,128.0,4099.0,107.0,3.4,1001.0,-2.0,0.0,WNW,0.2,Tiantan,Winter,Pagi
175,2013,3,8,6,224.33333333333331,179.66666666666669,25.0,114.66666666666667,5199.333333333333,107.0,3.5,1001.6,-2.5,0.0,E,0.7,Tiantan,Winter,Pagi
176,2013,3,8,7,113.66666666666666,91.33333333333334,28.0,101.33333333333333,6299.666666666666,107.0,6.6,1002.2,-0.9,0.0,S,0.1,Tiantan,Spring,Pagi
177,2013,3,8,8,3.0,3.0,31.0,88.0,7400.0,107.0,11.6,1002.3,-1.9,0.0,ESE,1.0,Tiantan,Spring,Pagi
178,2013,3,8,9,3.0,12.0,105.0,178.0,8199.0,107.0,16.6,1002.6,-3.5,0.0,S,1.0,Tiantan,Autumn,Pagi
179,2013,3,8,10,134.5,373.0,116.2392,211.6643,6549.5,107.0,19.9,1002.4,-5.2,0.0,E,0.9,Tiantan,Autumn,Pagi
180,2013,3,8,11,266.0,260.0,81.0,183.0,4900.0,107.0,21.2,1002.0,-2.7,0.0,SE,3.1,Tiantan,Autumn,Siang
181,2013,3,8,12,167.0,192.0,47.0,126.0,2500.0,107.0,21.7,1001.1,-4.4,0.0,SSW,2.9,Tiantan,Autumn,Siang
182,2013,3,8,13,146.0,172.0,38.0,80.0,1600.0,107.0,17.2,1001.0,0.8,0.0,SE,3.5,Tiantan,Autumn,Siang
183,2013,3,8,14,207.0,356.0,66.0,93.0,2899.0,107.0,13.8,1001.2,-0.3,0.0,SE,4.9,Tiantan,Spring,Sore
